Year,Fuel,Flow_type,Primary_group,Subgroup,Category,Unit,Energy,Energy_TWh
2018,Petroleum products,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Petroleum products,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Petroleum products,Other,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Petroleum products,Losses,Demand,,,ktoe,0.0,0.0
2018,Petroleum products,Unclassified,Demand,Final consumption,Industry,ktoe,1201.56,13.9741428
2018,Petroleum products,Iron and steel,Demand,Final consumption,Industry,ktoe,16.14,0.1877082
2018,Petroleum products,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,1.32,0.0153516
2018,Petroleum products,Mineral products,Demand,Final consumption,Industry,ktoe,148.98,1.7326373999999998
2018,Petroleum products,Chemicals,Demand,Final consumption,Industry,ktoe,135.81,1.5794702999999999
2018,Petroleum products,Mechanical engineering etc,Demand,Final consumption,Industry,ktoe,0.41,0.0047683
2018,Petroleum products,Electrical engineering etc,Demand,Final consumption,Industry,ktoe,0.93,0.0108159
2018,Petroleum products,Vehicles,Demand,Final consumption,Industry,ktoe,33.34,0.38774420000000004
2018,Petroleum products,"Food, beverages etc",Demand,Final consumption,Industry,ktoe,136.22,1.5842386
2018,Petroleum products,"Textiles, leather etc",Demand,Final consumption,Industry,ktoe,42.95,0.4995085
2018,Petroleum products,"Paper, printing etc",Demand,Final consumption,Industry,ktoe,31.07,0.3613441
2018,Petroleum products,Other industries,Demand,Final consumption,Industry,ktoe,48.95,0.5692885
2018,Petroleum products,Construction,Demand,Final consumption,Industry,ktoe,325.58,3.7864953999999997
2018,Petroleum products,Air,Demand,Final consumption,Transport,ktoe,13565.43,157.7659509
2018,Petroleum products,Rail,Demand,Final consumption,Transport,ktoe,577.23,6.7131849
2018,Petroleum products,Road,Demand,Final consumption,Transport,ktoe,40151.18,466.9582234
2018,Petroleum products,National navigation,Demand,Final consumption,Transport,ktoe,1028.53,11.9618039
2018,Petroleum products,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Petroleum products,Domestic,Demand,Final consumption,Other final users,ktoe,2595.95,30.190898499999996
2018,Petroleum products,Public administration,Demand,Final consumption,Other final users,ktoe,879.79,10.231957699999999
2018,Petroleum products,Commercial,Demand,Final consumption,Other final users,ktoe,1618.46,18.8226898
2018,Petroleum products,Agriculture,Demand,Final consumption,Other final users,ktoe,935.45,10.8792835
2018,Petroleum products,Miscellaneous,Demand,Final consumption,Other final users,ktoe,525.18,6.107843399999999
2018,Petroleum products,Non energy use,Demand,Final consumption,,ktoe,7794.85,90.6541055
2018,Primary electricity,Production,Supply,,,ktoe,20512.02,238.5547926
2018,Primary electricity,Imports,Supply,,,ktoe,0.0,0.0
2018,Primary electricity,Exports,Supply,,,ktoe,0.0,0.0
2018,Primary electricity,Marine bunkers,Supply,,,ktoe,0.0,0.0
2018,Primary electricity,Stock change,Supply,,,ktoe,0.0,0.0
2018,Primary electricity,Statistical difference,Statistical difference,,,ktoe,0.0,0.0
2018,Primary electricity,Transfers,Demand,,,ktoe,6451.3,75.028619
2018,Primary electricity,Major power producers,Demand,Transformation,Electricity generation,ktoe,14060.73,163.5262899
2018,Primary electricity,Autogenerators,Demand,Transformation,Electricity generation,ktoe,0.0,0.0
2018,Primary electricity,Heat generation,Demand,Transformation,,ktoe,0.0,0.0
2018,Primary electricity,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0
2018,Primary electricity,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0
2018,Primary electricity,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0
2018,Primary electricity,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0
2018,Primary electricity,Other,Demand,Transformation,,ktoe,0.0,0.0
2018,Primary electricity,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary electricity,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary electricity,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary electricity,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary electricity,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary electricity,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary electricity,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary electricity,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary electricity,Other,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary electricity,Losses,Demand,,,ktoe,0.0,0.0
2018,Primary electricity,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,Chemicals,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,Mechanical engineering etc,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,Electrical engineering etc,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,"Food, beverages etc",Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,"Textiles, leather etc",Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,"Paper, printing etc",Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,Other industries,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary electricity,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Primary electricity,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Primary electricity,Road,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Primary electricity,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Primary electricity,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Primary electricity,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2018,Primary electricity,Public administration,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2018,Primary electricity,Commercial,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2018,Primary electricity,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2018,Primary electricity,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2018,Primary electricity,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0
2018,Primary oils,Production,Supply,,,ktoe,56049.64,651.8573132
2018,Primary oils,Imports,Supply,,,ktoe,57191.45,665.1365635
2018,Primary oils,Exports,Supply,,,ktoe,-48680.22,-566.1509586
2018,Primary oils,Marine bunkers,Supply,,,ktoe,0.0,0.0
2018,Primary oils,Stock change,Supply,,,ktoe,150.75,1.7532225
2018,Primary oils,Statistical difference,Statistical difference,,,ktoe,-36.38,-0.4230994
2018,Primary oils,Transfers,Demand,,,ktoe,1042.58,12.125205399999999
2018,Primary oils,Major power producers,Demand,Transformation,Electricity generation,ktoe,0.0,0.0
2018,Primary oils,Autogenerators,Demand,Transformation,Electricity generation,ktoe,0.0,0.0
2018,Primary oils,Heat generation,Demand,Transformation,,ktoe,0.0,0.0
2018,Primary oils,Petroleum refineries,Demand,Transformation,,ktoe,64103.87,745.5280081
2018,Primary oils,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0
2018,Primary oils,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0
2018,Primary oils,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0
2018,Primary oils,Other,Demand,Transformation,,ktoe,398.45,4.6339735
2018,Primary oils,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary oils,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary oils,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary oils,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary oils,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary oils,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary oils,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary oils,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary oils,Other,Demand,Energy industry use,,ktoe,0.0,0.0
2018,Primary oils,Losses,Demand,,,ktoe,0.0,0.0
2018,Primary oils,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,Chemicals,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,Mechanical engineering etc,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,Electrical engineering etc,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,"Food, beverages etc",Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,"Textiles, leather etc",Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,"Paper, printing etc",Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,Other industries,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0
2018,Primary oils,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Primary oils,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Primary oils,Road,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Primary oils,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Primary oils,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0
2018,Primary oils,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2018,Primary oils,Public administration,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2018,Primary oils,Commercial,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2018,Primary oils,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2018,Primary oils,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2018,Primary oils,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0
2017,Bioenergy & waste,Production,Supply,,,ktoe,11112.9,129.24302699999998
2017,Bioenergy & waste,Imports,Supply,,,ktoe,3559.76,41.4000088
2017,Bioenergy & waste,Exports,Supply,,,ktoe,-445.3,-5.178839
2017,Bioenergy & waste,Marine bunkers,Supply,,,ktoe,0.0,0.0
2017,Bioenergy & waste,Stock change,Supply,,,ktoe,0.0,0.0
2017,Bioenergy & waste,Statistical difference,Statistical difference,,,ktoe,0.0,0.0
2017,Bioenergy & waste,Transfers,Demand,,,ktoe,368.1,4.281003
2017,Bioenergy & waste,Major power producers,Demand,Transformation,Electricity generation,ktoe,4403.92,51.2175896
2017,Bioenergy & waste,Autogenerators,Demand,Transformation,Electricity generation,ktoe,5007.29,58.2347827
2017,Bioenergy & waste,Heat generation,Demand,Transformation,,ktoe,163.81,1.9051103
2017,Bioenergy & waste,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0
2017,Bioenergy & waste,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0
2017,Bioenergy & waste,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0
2017,Bioenergy & waste,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0
2017,Bioenergy & waste,Other,Demand,Transformation,,ktoe,0.0,0.0
2017,Bioenergy & waste,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Bioenergy & waste,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Bioenergy & waste,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Bioenergy & waste,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Bioenergy & waste,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Bioenergy & waste,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Bioenergy & waste,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Bioenergy & waste,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Bioenergy & waste,Other,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Bioenergy & waste,Losses,Demand,,,ktoe,0.0,0.0
2017,Bioenergy & waste,Unclassified,Demand,Final consumption,Industry,ktoe,79.9,0.9292370000000001
2017,Bioenergy & waste,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Bioenergy & waste,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Bioenergy & waste,Mineral products,Demand,Final consumption,Industry,ktoe,282.89,3.2900107
2017,Bioenergy & waste,Chemicals,Demand,Final consumption,Industry,ktoe,58.8,0.6838439999999999
2017,Bioenergy & waste,Mechanical engineering etc,Demand,Final consumption,Industry,ktoe,1.52,0.017677599999999998
2017,Bioenergy & waste,Electrical engineering etc,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Bioenergy & waste,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Bioenergy & waste,"Food, beverages etc",Demand,Final consumption,Industry,ktoe,63.77,0.7416451000000001
2017,Bioenergy & waste,"Textiles, leather etc",Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Bioenergy & waste,"Paper, printing etc",Demand,Final consumption,Industry,ktoe,422.57,4.9144891
2017,Bioenergy & waste,Other industries,Demand,Final consumption,Industry,ktoe,323.4,3.7611419999999995
2017,Bioenergy & waste,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Bioenergy & waste,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Bioenergy & waste,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Bioenergy & waste,Road,Demand,Final consumption,Transport,ktoe,997.12,11.5965056
2017,Bioenergy & waste,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Bioenergy & waste,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Bioenergy & waste,Domestic,Demand,Final consumption,Other final users,ktoe,781.67,9.090822099999999
2017,Bioenergy & waste,Public administration,Demand,Final consumption,Other final users,ktoe,60.84,0.7075692
2017,Bioenergy & waste,Commercial,Demand,Final consumption,Other final users,ktoe,1076.86,12.523881799999998
2017,Bioenergy & waste,Agriculture,Demand,Final consumption,Other final users,ktoe,130.13,1.5134119
2017,Bioenergy & waste,Miscellaneous,Demand,Final consumption,Other final users,ktoe,4.76,0.05535879999999999
2017,Bioenergy & waste,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0
2017,Coal,Production,Supply,,,ktoe,2068.98,24.0622374
2017,Coal,Imports,Supply,,,ktoe,5741.44,66.77294719999999
2017,Coal,Exports,Supply,,,ktoe,-347.37,-4.0399131
2017,Coal,Marine bunkers,Supply,,,ktoe,0.0,0.0
2017,Coal,Stock change,Supply,,,ktoe,2202.48,25.6148424
2017,Coal,Statistical difference,Statistical difference,,,ktoe,56.43,0.6562809
2017,Coal,Transfers,Demand,,,ktoe,0.0,0.0
2017,Coal,Major power producers,Demand,Transformation,Electricity generation,ktoe,5506.5,64.040595
2017,Coal,Autogenerators,Demand,Transformation,Electricity generation,ktoe,8.76,0.10187879999999999
2017,Coal,Heat generation,Demand,Transformation,,ktoe,3.61,0.041984299999999995
2017,Coal,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0
2017,Coal,Coke manufacture,Demand,Transformation,,ktoe,1435.29,16.692422699999998
2017,Coal,Blast furnaces,Demand,Transformation,,ktoe,989.36,11.5062568
2017,Coal,Patent fuel manufacture,Demand,Transformation,,ktoe,132.56,1.5416728
2017,Coal,Other,Demand,Transformation,,ktoe,0.0,0.0
2017,Coal,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Coal,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Coal,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Coal,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Coal,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Coal,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Coal,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Coal,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Coal,Other,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Coal,Losses,Demand,,,ktoe,0.0,0.0
2017,Coal,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Coal,Iron and steel,Demand,Final consumption,Industry,ktoe,21.28,0.2474864
2017,Coal,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,19.11,0.22224929999999998
2017,Coal,Mineral products,Demand,Final consumption,Industry,ktoe,445.09,5.1763967
2017,Coal,Chemicals,Demand,Final consumption,Industry,ktoe,43.26,0.5031137999999999
2017,Coal,Mechanical engineering etc,Demand,Final consumption,Industry,ktoe,7.69,0.0894347
2017,Coal,Electrical engineering etc,Demand,Final consumption,Industry,ktoe,3.36,0.039076799999999995
2017,Coal,Vehicles,Demand,Final consumption,Industry,ktoe,38.1,0.443103
2017,Coal,"Food, beverages etc",Demand,Final consumption,Industry,ktoe,52.58,0.6115054
2017,Coal,"Textiles, leather etc",Demand,Final consumption,Industry,ktoe,44.35,0.5157905
2017,Coal,"Paper, printing etc",Demand,Final consumption,Industry,ktoe,64.08,0.7452504
2017,Coal,Other industries,Demand,Final consumption,Industry,ktoe,381.93,4.4418459
2017,Coal,Construction,Demand,Final consumption,Industry,ktoe,4.03,0.046868900000000005
2017,Coal,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Coal,Rail,Demand,Final consumption,Transport,ktoe,10.77,0.12525509999999998
2017,Coal,Road,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Coal,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Coal,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Coal,Domestic,Demand,Final consumption,Other final users,ktoe,370.53,4.3092638999999995
2017,Coal,Public administration,Demand,Final consumption,Other final users,ktoe,18.44,0.21445720000000001
2017,Coal,Commercial,Demand,Final consumption,Other final users,ktoe,3.51,0.0408213
2017,Coal,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2017,Coal,Miscellaneous,Demand,Final consumption,Other final users,ktoe,4.92,0.057219599999999995
2017,Coal,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0
2017,Electricity,Production,Supply,,,ktoe,0.0,0.0
2017,Electricity,Imports,Supply,,,ktoe,1562.08,18.1669904
2017,Electricity,Exports,Supply,,,ktoe,-292.95,-3.4070085
2017,Electricity,Marine bunkers,Supply,,,ktoe,0.0,0.0
2017,Electricity,Stock change,Supply,,,ktoe,0.0,0.0
2017,Electricity,Statistical difference,Statistical difference,,,ktoe,37.24,0.4331012
2017,Electricity,Transfers,Demand,,,ktoe,5759.63,66.9844969
2017,Electricity,Major power producers,Demand,Transformation,Electricity generation,ktoe,20357.82,236.7614466
2017,Electricity,Autogenerators,Demand,Transformation,Electricity generation,ktoe,2715.34,31.579404200000003
2017,Electricity,Heat generation,Demand,Transformation,,ktoe,0.0,0.0
2017,Electricity,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0
2017,Electricity,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0
2017,Electricity,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0
2017,Electricity,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0
2017,Electricity,Other,Demand,Transformation,,ktoe,0.0,0.0
2017,Electricity,Electricity generation,Demand,Energy industry use,,ktoe,1330.2,15.470226
2017,Electricity,Oil and gas extraction,Demand,Energy industry use,,ktoe,50.03,0.5818489
2017,Electricity,Petroleum refineries,Demand,Energy industry use,,ktoe,372.56,4.3328728
2017,Electricity,Coal extraction,Demand,Energy industry use,,ktoe,37.41,0.4350783
2017,Electricity,Coke manufacture,Demand,Energy industry use,,ktoe,1.31,0.0152353
2017,Electricity,Blast furnaces,Demand,Energy industry use,,ktoe,16.02,0.1863126
2017,Electricity,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Electricity,Pumped storage,Demand,Energy industry use,,ktoe,84.89,0.9872707
2017,Electricity,Other,Demand,Energy industry use,,ktoe,134.81,1.5678403
2017,Electricity,Losses,Demand,,,ktoe,2299.82,26.746906600000003
2017,Electricity,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Electricity,Iron and steel,Demand,Final consumption,Industry,ktoe,232.38,2.7025794
2017,Electricity,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,369.95,4.3025185
2017,Electricity,Mineral products,Demand,Final consumption,Industry,ktoe,529.98,6.1636674000000005
2017,Electricity,Chemicals,Demand,Final consumption,Industry,ktoe,1308.88,15.222274400000002
2017,Electricity,Mechanical engineering etc,Demand,Final consumption,Industry,ktoe,555.81,6.4640702999999995
2017,Electricity,Electrical engineering etc,Demand,Final consumption,Industry,ktoe,514.22,5.9803786
2017,Electricity,Vehicles,Demand,Final consumption,Industry,ktoe,408.32,4.7487616
2017,Electricity,"Food, beverages etc",Demand,Final consumption,Industry,ktoe,949.47,11.0423361
2017,Electricity,"Textiles, leather etc",Demand,Final consumption,Industry,ktoe,233.47,2.7152561
2017,Electricity,"Paper, printing etc",Demand,Final consumption,Industry,ktoe,910.65,10.590859499999999
2017,Electricity,Other industries,Demand,Final consumption,Industry,ktoe,1794.21,20.8666623
2017,Electricity,Construction,Demand,Final consumption,Industry,ktoe,121.18,1.4093234000000001
2017,Electricity,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Electricity,Rail,Demand,Final consumption,Transport,ktoe,400.21,4.6544422999999995
2017,Electricity,Road,Demand,Final consumption,Transport,ktoe,15.82,0.1839866
2017,Electricity,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Electricity,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Electricity,Domestic,Demand,Final consumption,Other final users,ktoe,9056.1,105.322443
2017,Electricity,Public administration,Demand,Final consumption,Other final users,ktoe,1693.89,19.6999407
2017,Electricity,Commercial,Demand,Final consumption,Other final users,ktoe,6270.34,72.9240542
2017,Electricity,Agriculture,Demand,Final consumption,Other final users,ktoe,372.71,4.3346173
2017,Electricity,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2017,Electricity,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0
2017,Heat sold,Production,Supply,,,ktoe,0.0,0.0
2017,Heat sold,Imports,Supply,,,ktoe,0.0,0.0
2017,Heat sold,Exports,Supply,,,ktoe,0.0,0.0
2017,Heat sold,Marine bunkers,Supply,,,ktoe,0.0,0.0
2017,Heat sold,Stock change,Supply,,,ktoe,0.0,0.0
2017,Heat sold,Statistical difference,Statistical difference,,,ktoe,0.0,0.0
2017,Heat sold,Transfers,Demand,,,ktoe,0.0,0.0
2017,Heat sold,Major power producers,Demand,Transformation,Electricity generation,ktoe,0.0,0.0
2017,Heat sold,Autogenerators,Demand,Transformation,Electricity generation,ktoe,0.0,0.0
2017,Heat sold,Heat generation,Demand,Transformation,,ktoe,1592.98,18.5263574
2017,Heat sold,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0
2017,Heat sold,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0
2017,Heat sold,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0
2017,Heat sold,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0
2017,Heat sold,Other,Demand,Transformation,,ktoe,0.0,0.0
2017,Heat sold,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Heat sold,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Heat sold,Petroleum refineries,Demand,Energy industry use,,ktoe,322.18,3.7469533999999998
2017,Heat sold,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Heat sold,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Heat sold,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Heat sold,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Heat sold,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Heat sold,Other,Demand,Energy industry use,,ktoe,0.0,0.0
2017,Heat sold,Losses,Demand,,,ktoe,0.0,0.0
2017,Heat sold,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Heat sold,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Heat sold,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Heat sold,Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Heat sold,Chemicals,Demand,Final consumption,Industry,ktoe,280.36,3.2605868
2017,Heat sold,Mechanical engineering etc,Demand,Final consumption,Industry,ktoe,0.18,0.0020934
2017,Heat sold,Electrical engineering etc,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Heat sold,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Heat sold,"Food, beverages etc",Demand,Final consumption,Industry,ktoe,0.83,0.009652899999999999
2017,Heat sold,"Textiles, leather etc",Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Heat sold,"Paper, printing etc",Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Heat sold,Other industries,Demand,Final consumption,Industry,ktoe,427.71,4.974267299999999
2017,Heat sold,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0
2017,Heat sold,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Heat sold,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Heat sold,Road,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Heat sold,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Heat sold,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0
2017,Heat sold,Domestic,Demand,Final consumption,Other final users,ktoe,268.56,3.1233528
2017,Heat sold,Public administration,Demand,Final consumption,Other final users,ktoe,77.98,0.9069074
2017,Heat sold,Commercial,Demand,Final consumption,Other final users,ktoe,215.17,2.5024271
2017,Heat sold,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2017,Heat sold,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0
2017,Heat sold,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0
2017,Manufactured fuel,Production,Supply,,,ktoe,0.0,0.0
2017,Manufactured fuel,Imports,Supply,,,ktoe,711.72,8.2773036
2017,Manufactured fuel,Exports,Supply,,,ktoe,-13.97,-0.1624711
2017,Manufactured fuel,Marine bunkers,Supply,,,ktoe,0.0,0.0
2017,Manufactured fuel,Stock change,Supply,,,ktoe,-2.06,-0.0239578
2017,Manufactured fuel,Statistical difference,Statistical difference,,,ktoe,1.32,0.0153516
2017,Manufactured fuel,Transfers,Demand,,,ktoe,10.11,0.11757929999999998
