Year,Fuel,Flow_type,Primary_group,Subgroup,Category,Aggregate_type,Unit,Energy,Row
2017,Heat sold,Losses,Demand,,,value,ktoe,0.0,34
2017,Heat sold,Final consumption,Demand,Final consumption,,sum,ktoe,1270.79,35
2017,Heat sold,Industry,Demand,Final consumption,Industry,sum,ktoe,709.08,36
2017,Heat sold,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,37
2017,Heat sold,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,38
2017,Heat sold,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,39
2017,Heat sold,Mineral products,Demand,Final consumption,Industry,value,ktoe,0.0,40
2017,Heat sold,Chemicals,Demand,Final consumption,Industry,value,ktoe,280.36,41
2017,Heat sold,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.18,42
2017,Heat sold,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,43
2017,Heat sold,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,44
2017,Heat sold,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,0.83,45
2017,Heat sold,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,0.0,46
2017,Heat sold,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2017,Heat sold,Other industries,Demand,Final consumption,Industry,value,ktoe,427.71,48
2017,Heat sold,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,49
2017,Heat sold,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,50
2017,Heat sold,Air,Demand,Final consumption,Transport,value,ktoe,0.0,51
2017,Heat sold,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,52
2017,Heat sold,Road,Demand,Final consumption,Transport,value,ktoe,0.0,53
2017,Heat sold,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,54
2017,Heat sold,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2017,Heat sold,Other,Demand,Final consumption,Other final users,sum,ktoe,561.71,56
2017,Heat sold,Domestic,Demand,Final consumption,Other final users,value,ktoe,268.56,57
2017,Heat sold,Public administration,Demand,Final consumption,Other final users,value,ktoe,77.98,58
2017,Heat sold,Commercial,Demand,Final consumption,Other final users,value,ktoe,215.17,59
2017,Heat sold,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2017,Heat sold,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,61
2017,Heat sold,Non energy use,Demand,Final consumption,,value,ktoe,0.0,62
2017,Manufactured fuel,Production,Supply,,,value,ktoe,0.0,5
2017,Manufactured fuel,Imports,Supply,,,value,ktoe,711.72,6
2017,Manufactured fuel,Exports,Supply,,,value,ktoe,-13.97,7
2017,Manufactured fuel,Marine bunkers,Supply,,,value,ktoe,0.0,8
2017,Manufactured fuel,Stock change,Supply,,,value,ktoe,-2.06,9
2017,Manufactured fuel,Total supply,Supply,,,sum,ktoe,695.69,10
2017,Manufactured fuel,Statistical difference,Statistical difference,,,value,ktoe,1.32,11
2017,Manufactured fuel,Total demand,Demand,,,sum,ktoe,694.36,12
2017,Manufactured fuel,Transfers,Demand,,,value,ktoe,10.11,13
2017,Manufactured fuel,Transformation,Demand,Transformation,,sum,ktoe,378.96,14
2017,Manufactured fuel,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,-518.44,15
2017,Manufactured fuel,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,0.0,16
2017,Manufactured fuel,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,-518.44,17
2017,Manufactured fuel,Heat generation,Demand,Transformation,,value,ktoe,-1.16,18
2017,Manufactured fuel,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,19
2017,Manufactured fuel,Coke manufacture,Demand,Transformation,,value,ktoe,1351.21,20
2017,Manufactured fuel,Blast furnaces,Demand,Transformation,,value,ktoe,-595.83,21
2017,Manufactured fuel,Patent fuel manufacture,Demand,Transformation,,value,ktoe,143.18,22
2017,Manufactured fuel,Other,Demand,Transformation,,value,ktoe,0.0,23
2017,Manufactured fuel,Energy industry use,Demand,Energy industry use,,sum,ktoe,457.82,24
2017,Manufactured fuel,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,25
2017,Manufactured fuel,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,26
2017,Manufactured fuel,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,27
2017,Manufactured fuel,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2017,Manufactured fuel,Coke manufacture,Demand,Energy industry use,,value,ktoe,181.84,29
2017,Manufactured fuel,Blast furnaces,Demand,Energy industry use,,value,ktoe,275.98,30
2017,Manufactured fuel,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Manufactured fuel,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Manufactured fuel,Other,Demand,Energy industry use,,value,ktoe,0.0,33
2017,Manufactured fuel,Losses,Demand,,,value,ktoe,109.41,34
2017,Manufactured fuel,Final consumption,Demand,Final consumption,,sum,ktoe,516.19,35
2017,Manufactured fuel,Industry,Demand,Final consumption,Industry,sum,ktoe,295.98,36
2017,Manufactured fuel,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,37
2017,Manufactured fuel,Iron and steel,Demand,Final consumption,Industry,value,ktoe,295.98,38
2017,Manufactured fuel,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,39
2017,Manufactured fuel,Mineral products,Demand,Final consumption,Industry,value,ktoe,0.0,40
2017,Manufactured fuel,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2017,Manufactured fuel,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,42
2017,Manufactured fuel,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,43
2017,Manufactured fuel,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,44
2017,Manufactured fuel,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2017,Manufactured fuel,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,0.0,46
2017,Manufactured fuel,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2017,Manufactured fuel,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,48
2017,Manufactured fuel,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,49
2017,Manufactured fuel,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,50
2017,Manufactured fuel,Air,Demand,Final consumption,Transport,value,ktoe,0.0,51
2017,Manufactured fuel,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,52
2017,Manufactured fuel,Road,Demand,Final consumption,Transport,value,ktoe,0.0,53
2017,Manufactured fuel,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,54
2017,Manufactured fuel,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2017,Manufactured fuel,Other,Demand,Final consumption,Other final users,sum,ktoe,172.41,56
2017,Manufactured fuel,Domestic,Demand,Final consumption,Other final users,value,ktoe,172.41,57
2017,Manufactured fuel,Public administration,Demand,Final consumption,Other final users,value,ktoe,0.0,58
2017,Manufactured fuel,Commercial,Demand,Final consumption,Other final users,value,ktoe,0.0,59
2017,Manufactured fuel,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2017,Manufactured fuel,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,61
2017,Manufactured fuel,Non energy use,Demand,Final consumption,,value,ktoe,47.81,62
2017,Natural gas,Production,Supply,,,value,ktoe,40015.91,5
2017,Natural gas,Imports,Supply,,,value,ktoe,44220.83,6
2017,Natural gas,Exports,Supply,,,value,ktoe,-10846.02,7
2017,Natural gas,Marine bunkers,Supply,,,value,ktoe,0.0,8
2017,Natural gas,Stock change,Supply,,,value,ktoe,1251.63,9
2017,Natural gas,Total supply,Supply,,,sum,ktoe,74642.35,10
2017,Natural gas,Statistical difference,Statistical difference,,,value,ktoe,272.6,11
2017,Natural gas,Total demand,Demand,,,sum,ktoe,74369.76,12
2017,Natural gas,Transfers,Demand,,,value,ktoe,368.72,13
2017,Natural gas,Transformation,Demand,Transformation,,sum,ktoe,-27014.55,14
2017,Natural gas,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,-24628.32,15
2017,Natural gas,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,-22149.55,16
2017,Natural gas,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,-2478.77,17
2017,Natural gas,Heat generation,Demand,Transformation,,value,ktoe,-2386.24,18
2017,Natural gas,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,19
2017,Natural gas,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,20
2017,Natural gas,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,21
2017,Natural gas,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,22
2017,Natural gas,Other,Demand,Transformation,,value,ktoe,0.0,23
2017,Natural gas,Energy industry use,Demand,Energy industry use,,sum,ktoe,4977.09,24
2017,Natural gas,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,25
2017,Natural gas,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,4248.46,26
2017,Natural gas,Petroleum refineries,Demand,Energy industry use,,value,ktoe,179.2,27
2017,Natural gas,Coal extraction,Demand,Energy industry use,,value,ktoe,6.57,28
2017,Natural gas,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,29
2017,Natural gas,Blast furnaces,Demand,Energy industry use,,value,ktoe,25.25,30
2017,Natural gas,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Natural gas,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Natural gas,Other,Demand,Energy industry use,,value,ktoe,517.61,33
2017,Natural gas,Losses,Demand,,,value,ktoe,433.69,34
2017,Natural gas,Final consumption,Demand,Final consumption,,sum,ktoe,42313.14,35
2017,Natural gas,Industry,Demand,Final consumption,Industry,sum,ktoe,8495.93,36
2017,Natural gas,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.67,37
2017,Natural gas,Iron and steel,Demand,Final consumption,Industry,value,ktoe,366.63,38
2017,Natural gas,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,257.25,39
2017,Natural gas,Mineral products,Demand,Final consumption,Industry,value,ktoe,1212.32,40
2017,Natural gas,Chemicals,Demand,Final consumption,Industry,value,ktoe,1645.79,41
2017,Natural gas,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,947.43,42
2017,Natural gas,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,271.57,43
2017,Natural gas,Vehicles,Demand,Final consumption,Industry,value,ktoe,540.79,44
2017,Natural gas,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,1611.21,45
2017,Natural gas,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,243.5,46
2017,Natural gas,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,382.18,47
2017,Natural gas,Other industries,Demand,Final consumption,Industry,value,ktoe,645.4,48
2017,Natural gas,Construction,Demand,Final consumption,Industry,value,ktoe,371.19,49
2017,Natural gas,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,50
2017,Natural gas,Air,Demand,Final consumption,Transport,value,ktoe,0.0,51
2017,Natural gas,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,52
2017,Natural gas,Road,Demand,Final consumption,Transport,value,ktoe,0.0,53
2017,Natural gas,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,54
2017,Natural gas,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2017,Natural gas,Other,Demand,Final consumption,Other final users,sum,ktoe,33391.1,56
2017,Natural gas,Domestic,Demand,Final consumption,Other final users,value,ktoe,25431.94,57
2017,Natural gas,Public administration,Demand,Final consumption,Other final users,value,ktoe,3196.79,58
2017,Natural gas,Commercial,Demand,Final consumption,Other final users,value,ktoe,3802.06,59
2017,Natural gas,Agriculture,Demand,Final consumption,Other final users,value,ktoe,87.89,60
2017,Natural gas,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,872.42,61
2017,Natural gas,Non energy use,Demand,Final consumption,,value,ktoe,426.11,62
2017,Petroleum products,Production,Supply,,,value,ktoe,0.0,5
2017,Petroleum products,Imports,Supply,,,value,ktoe,38101.05,6
2017,Petroleum products,Exports,Supply,,,value,ktoe,-25340.39,7
2017,Petroleum products,Marine bunkers,Supply,,,value,ktoe,-2618.66,8
2017,Petroleum products,Stock change,Supply,,,value,ktoe,-131.18,9
2017,Petroleum products,Total supply,Supply,,,sum,ktoe,10010.83,10
2017,Petroleum products,Statistical difference,Statistical difference,,,value,ktoe,78.78,11
2017,Petroleum products,Total demand,Demand,,,sum,ktoe,9932.05,12
2017,Petroleum products,Transfers,Demand,,,value,ktoe,2534.79,13
2017,Petroleum products,Transformation,Demand,Transformation,,sum,ktoe,64521.16,14
2017,Petroleum products,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,-533.42,15
2017,Petroleum products,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,-145.96,16
2017,Petroleum products,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,-387.46,17
2017,Petroleum products,Heat generation,Demand,Transformation,,value,ktoe,-45.82,18
2017,Petroleum products,Petroleum refineries,Demand,Transformation,,value,ktoe,65658.81,19
2017,Petroleum products,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,20
2017,Petroleum products,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,21
2017,Petroleum products,Patent fuel manufacture,Demand,Transformation,,value,ktoe,-65.07,22
2017,Petroleum products,Other,Demand,Transformation,,value,ktoe,-493.34,23
2017,Petroleum products,Energy industry use,Demand,Energy industry use,,sum,ktoe,4282.09,24
2017,Petroleum products,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,25
2017,Petroleum products,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,703.24,26
2017,Petroleum products,Petroleum refineries,Demand,Energy industry use,,value,ktoe,3578.85,27
2017,Petroleum products,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2017,Petroleum products,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,29
2017,Petroleum products,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,30
2017,Petroleum products,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Petroleum products,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Petroleum products,Other,Demand,Energy industry use,,value,ktoe,0.0,33
2017,Petroleum products,Losses,Demand,,,value,ktoe,0.0,34
2017,Petroleum products,Final consumption,Demand,Final consumption,,sum,ktoe,72705.92,35
2017,Petroleum products,Industry,Demand,Final consumption,Industry,sum,ktoe,2116.0,36
2017,Petroleum products,Unclassified,Demand,Final consumption,Industry,value,ktoe,1208.33,37
2017,Petroleum products,Iron and steel,Demand,Final consumption,Industry,value,ktoe,17.74,38
2017,Petroleum products,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.97,39
2017,Petroleum products,Mineral products,Demand,Final consumption,Industry,value,ktoe,137.03,40
2017,Petroleum products,Chemicals,Demand,Final consumption,Industry,value,ktoe,137.51,41
2017,Petroleum products,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.39,42
2017,Petroleum products,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.89,43
2017,Petroleum products,Vehicles,Demand,Final consumption,Industry,value,ktoe,34.33,44
2017,Petroleum products,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,135.91,45
2017,Petroleum products,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,41.38,46
2017,Petroleum products,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,29.98,47
2017,Petroleum products,Other industries,Demand,Final consumption,Industry,value,ktoe,46.85,48
2017,Petroleum products,Construction,Demand,Final consumption,Industry,value,ktoe,324.7,49
2017,Petroleum products,Transport,Demand,Final consumption,Transport,sum,ktoe,56029.16,50
2017,Petroleum products,Air,Demand,Final consumption,Transport,value,ktoe,13757.92,51
2017,Petroleum products,Rail,Demand,Final consumption,Transport,value,ktoe,661.42,52
2017,Petroleum products,Road,Demand,Final consumption,Transport,value,ktoe,40592.7,53
2017,Petroleum products,National navigation,Demand,Final consumption,Transport,value,ktoe,1017.12,54
2017,Petroleum products,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2017,Petroleum products,Other,Demand,Final consumption,Other final users,sum,ktoe,6460.48,56
2017,Petroleum products,Domestic,Demand,Final consumption,Other final users,value,ktoe,2537.51,57
2017,Petroleum products,Public administration,Demand,Final consumption,Other final users,value,ktoe,868.11,58
2017,Petroleum products,Commercial,Demand,Final consumption,Other final users,value,ktoe,1607.91,59
2017,Petroleum products,Agriculture,Demand,Final consumption,Other final users,value,ktoe,915.12,60
2017,Petroleum products,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,531.83,61
2017,Petroleum products,Non energy use,Demand,Final consumption,,value,ktoe,8100.29,62
2017,Primary electricity,Production,Supply,,,value,ktoe,20883.43,5
2017,Primary electricity,Imports,Supply,,,value,ktoe,0.0,6
2017,Primary electricity,Exports,Supply,,,value,ktoe,0.0,7
2017,Primary electricity,Marine bunkers,Supply,,,value,ktoe,0.0,8
2017,Primary electricity,Stock change,Supply,,,value,ktoe,0.0,9
2017,Primary electricity,Total supply,Supply,,,sum,ktoe,20883.43,10
2017,Primary electricity,Statistical difference,Statistical difference,,,value,ktoe,0.0,11
2017,Primary electricity,Total demand,Demand,,,sum,ktoe,20883.43,12
2017,Primary electricity,Transfers,Demand,,,value,ktoe,-5759.63,13
2017,Primary electricity,Transformation,Demand,Transformation,,sum,ktoe,-15123.81,14
2017,Primary electricity,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,-15123.81,15
2017,Primary electricity,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,-15123.81,16
2017,Primary electricity,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,0.0,17
2017,Primary electricity,Heat generation,Demand,Transformation,,value,ktoe,0.0,18
2017,Primary electricity,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,19
2017,Primary electricity,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,20
2017,Primary electricity,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,21
2017,Primary electricity,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,22
2017,Primary electricity,Other,Demand,Transformation,,value,ktoe,0.0,23
2017,Primary electricity,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,24
2017,Primary electricity,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,25
2017,Primary electricity,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,26
2017,Primary electricity,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,27
2017,Primary electricity,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2017,Primary electricity,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,29
2017,Primary electricity,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,30
2017,Primary electricity,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Primary electricity,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Primary electricity,Other,Demand,Energy industry use,,value,ktoe,0.0,33
2017,Primary electricity,Losses,Demand,,,value,ktoe,0.0,34
2017,Primary electricity,Final consumption,Demand,Final consumption,,sum,ktoe,0.0,35
2017,Primary electricity,Industry,Demand,Final consumption,Industry,sum,ktoe,0.0,36
2017,Primary electricity,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,37
2017,Primary electricity,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,38
2017,Primary electricity,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,39
2017,Primary electricity,Mineral products,Demand,Final consumption,Industry,value,ktoe,0.0,40
2017,Primary electricity,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2017,Primary electricity,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,42
2017,Primary electricity,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,43
2017,Primary electricity,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,44
2017,Primary electricity,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2017,Primary electricity,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,0.0,46
2017,Primary electricity,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2017,Primary electricity,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,48
2017,Primary electricity,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,49
2017,Primary electricity,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,50
2017,Primary electricity,Air,Demand,Final consumption,Transport,value,ktoe,0.0,51
2017,Primary electricity,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,52
2017,Primary electricity,Road,Demand,Final consumption,Transport,value,ktoe,0.0,53
2017,Primary electricity,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,54
2017,Primary electricity,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2017,Primary electricity,Other,Demand,Final consumption,Other final users,sum,ktoe,0.0,56
2017,Primary electricity,Domestic,Demand,Final consumption,Other final users,value,ktoe,0.0,57
2017,Primary electricity,Public administration,Demand,Final consumption,Other final users,value,ktoe,0.0,58
2017,Primary electricity,Commercial,Demand,Final consumption,Other final users,value,ktoe,0.0,59
2017,Primary electricity,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2017,Primary electricity,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,61
2017,Primary electricity,Non energy use,Demand,Final consumption,,value,ktoe,0.0,62
2017,Primary oils,Production,Supply,,,value,ktoe,51089.73,5
2017,Primary oils,Imports,Supply,,,value,ktoe,58379.49,6
2017,Primary oils,Exports,Supply,,,value,ktoe,-41954.3,7
2017,Primary oils,Marine bunkers,Supply,,,value,ktoe,0.0,8
2017,Primary oils,Stock change,Supply,,,value,ktoe,361.39,9
2017,Primary oils,Total supply,Supply,,,sum,ktoe,67876.33,10
2017,Primary oils,Statistical difference,Statistical difference,,,value,ktoe,-6.8,11
2017,Primary oils,Total demand,Demand,,,sum,ktoe,67883.13,12
2017,Primary oils,Transfers,Demand,,,value,ktoe,-2534.89,13
2017,Primary oils,Transformation,Demand,Transformation,,sum,ktoe,-65348.24,14
2017,Primary oils,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,0.0,15
2017,Primary oils,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,0.0,16
2017,Primary oils,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,0.0,17
2017,Primary oils,Heat generation,Demand,Transformation,,value,ktoe,0.0,18
2017,Primary oils,Petroleum refineries,Demand,Transformation,,value,ktoe,-65807.89,19
2017,Primary oils,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,20
2017,Primary oils,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,21
2017,Primary oils,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,22
2017,Primary oils,Other,Demand,Transformation,,value,ktoe,459.65,23
2017,Primary oils,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,24
2017,Primary oils,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,25
2017,Primary oils,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,26
2017,Primary oils,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,27
2017,Primary oils,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2017,Primary oils,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,29
2017,Primary oils,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,30
2017,Primary oils,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Primary oils,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Primary oils,Other,Demand,Energy industry use,,value,ktoe,0.0,33
2017,Primary oils,Losses,Demand,,,value,ktoe,0.0,34
2017,Primary oils,Final consumption,Demand,Final consumption,,sum,ktoe,0.0,35
2017,Primary oils,Industry,Demand,Final consumption,Industry,sum,ktoe,0.0,36
2017,Primary oils,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,37
2017,Primary oils,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,38
2017,Primary oils,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,39
2017,Primary oils,Mineral products,Demand,Final consumption,Industry,value,ktoe,0.0,40
2017,Primary oils,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2017,Primary oils,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,42
2017,Primary oils,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,43
2017,Primary oils,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,44
2017,Primary oils,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2017,Primary oils,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,0.0,46
2017,Primary oils,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2017,Primary oils,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,48
2017,Primary oils,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,49
2017,Primary oils,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,50
2017,Primary oils,Air,Demand,Final consumption,Transport,value,ktoe,0.0,51
2017,Primary oils,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,52
2017,Primary oils,Road,Demand,Final consumption,Transport,value,ktoe,0.0,53
2017,Primary oils,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,54
2017,Primary oils,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2017,Primary oils,Other,Demand,Final consumption,Other final users,sum,ktoe,0.0,56
2017,Primary oils,Domestic,Demand,Final consumption,Other final users,value,ktoe,0.0,57
2017,Primary oils,Public administration,Demand,Final consumption,Other final users,value,ktoe,0.0,58
2017,Primary oils,Commercial,Demand,Final consumption,Other final users,value,ktoe,0.0,59
2017,Primary oils,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2017,Primary oils,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,61
2017,Primary oils,Non energy use,Demand,Final consumption,,value,ktoe,0.0,62
2017,Total,Production,Supply,,,value,ktoe,125170.95,5
2017,Total,Imports,Supply,,,value,ktoe,152276.38,6
2017,Total,Exports,Supply,,,value,ktoe,-79240.3,7
2017,Total,Marine bunkers,Supply,,,value,ktoe,-2618.66,8
2017,Total,Stock change,Supply,,,value,ktoe,3682.27,9
2017,Total,Total supply,Supply,,,sum,ktoe,199270.65,10
2017,Total,Statistical difference,Statistical difference,,,value,ktoe,439.57,11
2017,Total,Total demand,Demand,,,sum,ktoe,198831.08,12
2017,Total,Transfers,Demand,,,value,ktoe,10.64,13
2017,Total,Transformation,Demand,Transformation,,sum,ktoe,-35571.45,14
2017,Total,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,-32657.3,15
2017,Total,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,-26971.92,16
2017,Total,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,-5685.38,17
2017,Total,Heat generation,Demand,Transformation,,value,ktoe,-1007.67,18
2017,Total,Petroleum refineries,Demand,Transformation,,value,ktoe,-149.08,19
2017,Total,Coke manufacture,Demand,Transformation,,value,ktoe,-84.08,20
