Year,Fuel,Flow_type,Primary_group,Subgroup,Category,Aggregate_type,Unit,Energy,Row
2009,Primary electricity,Production,Supply,,,value,ktoe,16479.25,5
2009,Primary electricity,Imports,Supply,,,value,ktoe,0.0,6
2009,Primary electricity,Exports,Supply,,,value,ktoe,0.0,7
2009,Primary electricity,Marine bunkers,Supply,,,value,ktoe,0.0,8
2009,Primary electricity,Stock change,Supply,,,value,ktoe,0.0,9
2009,Primary electricity,Total supply,Supply,,,sum,ktoe,16479.25,10
2009,Primary electricity,Statistical difference,Statistical difference,,,value,ktoe,0.0,11
2009,Primary electricity,Total demand,Demand,,,sum,ktoe,16479.25,12
2009,Primary electricity,Transfers,Demand,,,value,ktoe,-1249.31,13
2009,Primary electricity,Transformation,Demand,Transformation,,sum,ktoe,-15229.94,14
2009,Primary electricity,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,-15229.94,15
2009,Primary electricity,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,-15229.94,16
2009,Primary electricity,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,0.0,17
2009,Primary electricity,Heat generation,Demand,Transformation,,value,ktoe,0.0,18
2009,Primary electricity,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,19
2009,Primary electricity,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,20
2009,Primary electricity,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,21
2009,Primary electricity,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,22
2009,Primary electricity,Other,Demand,Transformation,,value,ktoe,0.0,23
2009,Primary electricity,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,24
2009,Primary electricity,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,25
2009,Primary electricity,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,26
2009,Primary electricity,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,27
2009,Primary electricity,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2009,Primary electricity,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,29
2009,Primary electricity,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,30
2009,Primary electricity,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2009,Primary electricity,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,32
2009,Primary electricity,Other,Demand,Energy industry use,,value,ktoe,0.0,33
2009,Primary electricity,Losses,Demand,,,value,ktoe,0.0,34
2009,Primary electricity,Final consumption,Demand,Final consumption,,sum,ktoe,0.0,35
2009,Primary electricity,Industry,Demand,Final consumption,Industry,sum,ktoe,0.0,36
2009,Primary electricity,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,37
2009,Primary electricity,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,38
2009,Primary electricity,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,39
2009,Primary electricity,Mineral products,Demand,Final consumption,Industry,value,ktoe,0.0,40
2009,Primary electricity,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2009,Primary electricity,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,42
2009,Primary electricity,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,43
2009,Primary electricity,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,44
2009,Primary electricity,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2009,Primary electricity,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,0.0,46
2009,Primary electricity,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2009,Primary electricity,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,48
2009,Primary electricity,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,49
2009,Primary electricity,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,50
2009,Primary electricity,Air,Demand,Final consumption,Transport,value,ktoe,0.0,51
2009,Primary electricity,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,52
2009,Primary electricity,Road,Demand,Final consumption,Transport,value,ktoe,0.0,53
2009,Primary electricity,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,54
2009,Primary electricity,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2009,Primary electricity,Other,Demand,Final consumption,Other final users,sum,ktoe,0.0,56
2009,Primary electricity,Domestic,Demand,Final consumption,Other final users,value,ktoe,0.0,57
2009,Primary electricity,Public administration,Demand,Final consumption,Other final users,value,ktoe,0.0,58
2009,Primary electricity,Commercial,Demand,Final consumption,Other final users,value,ktoe,0.0,59
2009,Primary electricity,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2009,Primary electricity,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,61
2009,Primary electricity,Non energy use,Demand,Final consumption,,value,ktoe,0.0,62
2009,Primary oils,Production,Supply,,,value,ktoe,74738.55,5
2009,Primary oils,Imports,Supply,,,value,ktoe,60066.71,6
2009,Primary oils,Exports,Supply,,,value,ktoe,-49607.42,7
2009,Primary oils,Marine bunkers,Supply,,,value,ktoe,0.0,8
2009,Primary oils,Stock change,Supply,,,value,ktoe,593.8,9
2009,Primary oils,Total supply,Supply,,,sum,ktoe,85791.63,10
2009,Primary oils,Statistical difference,Statistical difference,,,value,ktoe,67.83,11
2009,Primary oils,Total demand,Demand,,,sum,ktoe,85723.8,12
2009,Primary oils,Transfers,Demand,,,value,ktoe,-3215.28,13
2009,Primary oils,Transformation,Demand,Transformation,,sum,ktoe,-82508.52,14
2009,Primary oils,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,0.0,15
2009,Primary oils,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,0.0,16
2009,Primary oils,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,0.0,17
2009,Primary oils,Heat generation,Demand,Transformation,,value,ktoe,0.0,18
2009,Primary oils,Petroleum refineries,Demand,Transformation,,value,ktoe,-82508.52,19
2009,Primary oils,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,20
2009,Primary oils,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,21
2009,Primary oils,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,22
2009,Primary oils,Other,Demand,Transformation,,value,ktoe,0.0,23
2009,Primary oils,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,24
2009,Primary oils,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,25
2009,Primary oils,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,26
2009,Primary oils,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,27
2009,Primary oils,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2009,Primary oils,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,29
2009,Primary oils,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,30
2009,Primary oils,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2009,Primary oils,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,32
2009,Primary oils,Other,Demand,Energy industry use,,value,ktoe,0.0,33
2009,Primary oils,Losses,Demand,,,value,ktoe,0.0,34
2009,Primary oils,Final consumption,Demand,Final consumption,,sum,ktoe,0.0,35
2009,Primary oils,Industry,Demand,Final consumption,Industry,sum,ktoe,0.0,36
2009,Primary oils,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,37
2009,Primary oils,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,38
2009,Primary oils,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,39
2009,Primary oils,Mineral products,Demand,Final consumption,Industry,value,ktoe,0.0,40
2009,Primary oils,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2009,Primary oils,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,42
2009,Primary oils,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,43
2009,Primary oils,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,44
2009,Primary oils,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2009,Primary oils,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,0.0,46
2009,Primary oils,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2009,Primary oils,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,48
2009,Primary oils,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,49
2009,Primary oils,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,50
2009,Primary oils,Air,Demand,Final consumption,Transport,value,ktoe,0.0,51
2009,Primary oils,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,52
2009,Primary oils,Road,Demand,Final consumption,Transport,value,ktoe,0.0,53
2009,Primary oils,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,54
2009,Primary oils,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2009,Primary oils,Other,Demand,Final consumption,Other final users,sum,ktoe,0.0,56
2009,Primary oils,Domestic,Demand,Final consumption,Other final users,value,ktoe,0.0,57
2009,Primary oils,Public administration,Demand,Final consumption,Other final users,value,ktoe,0.0,58
2009,Primary oils,Commercial,Demand,Final consumption,Other final users,value,ktoe,0.0,59
2009,Primary oils,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2009,Primary oils,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,61
2009,Primary oils,Non energy use,Demand,Final consumption,,value,ktoe,0.0,62
2009,Total,Production,Supply,,,value,ktoe,166172.26,5
2009,Total,Imports,Supply,,,value,ktoe,152034.99,6
2009,Total,Exports,Supply,,,value,ktoe,-90217.34,7
2009,Total,Marine bunkers,Supply,,,value,ktoe,-3504.61,8
2009,Total,Stock change,Supply,,,value,ktoe,-3713.77,9
2009,Total,Total supply,Supply,,,sum,ktoe,220771.53,10
2009,Total,Statistical difference,Statistical difference,,,value,ktoe,-389.54,11
2009,Total,Total demand,Demand,,,sum,ktoe,221161.07,12
2009,Total,Transfers,Demand,,,value,ktoe,272.7,13
2009,Total,Transformation,Demand,Transformation,,sum,ktoe,-50411.66,14
2009,Total,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,-46152.81,15
2009,Total,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,-40893.82,16
2009,Total,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,-5258.99,17
2009,Total,Heat generation,Demand,Transformation,,value,ktoe,-1147.21,18
2009,Total,Petroleum refineries,Demand,Transformation,,value,ktoe,-633.97,19
2009,Total,Coke manufacture,Demand,Transformation,,value,ktoe,-402.3,20
2009,Total,Blast furnaces,Demand,Transformation,,value,ktoe,-2030.69,21
2009,Total,Patent fuel manufacture,Demand,Transformation,,value,ktoe,-44.69,22
2009,Total,Other,Demand,Transformation,,value,ktoe,0.0,23
2009,Total,Energy industry use,Demand,Energy industry use,,sum,ktoe,14096.2,24
2009,Total,Electricity generation,Demand,Energy industry use,,value,ktoe,1424.86,25
2009,Total,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,5798.34,26
2009,Total,Petroleum refineries,Demand,Energy industry use,,value,ktoe,5206.16,27
2009,Total,Coal extraction,Demand,Energy industry use,,value,ktoe,101.89,28
2009,Total,Coke manufacture,Demand,Energy industry use,,value,ktoe,386.88,29
2009,Total,Blast furnaces,Demand,Energy industry use,,value,ktoe,399.7,30
2009,Total,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2009,Total,Pumped storage,Demand,Energy industry use,,value,ktoe,99.55,32
2009,Total,Other,Demand,Energy industry use,,value,ktoe,678.82,33
2009,Total,Losses,Demand,,,value,ktoe,3379.29,34
2009,Total,Final consumption,Demand,Final consumption,,sum,ktoe,153546.61,35
2009,Total,Industry,Demand,Final consumption,Industry,sum,ktoe,22923.47,36
2009,Total,Unclassified,Demand,Final consumption,Industry,value,ktoe,2028.74,37
2009,Total,Iron and steel,Demand,Final consumption,Industry,value,ktoe,1289.8,38
2009,Total,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,716.97,39
2009,Total,Mineral products,Demand,Final consumption,Industry,value,ktoe,2674.27,40
2009,Total,Chemicals,Demand,Final consumption,Industry,value,ktoe,4160.49,41
2009,Total,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,1137.96,42
2009,Total,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,811.75,43
2009,Total,Vehicles,Demand,Final consumption,Industry,value,ktoe,976.26,44
2009,Total,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,2725.63,45
2009,Total,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,754.37,46
2009,Total,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,2058.49,47
2009,Total,Other industries,Demand,Final consumption,Industry,value,ktoe,2949.09,48
2009,Total,Construction,Demand,Final consumption,Industry,value,ktoe,639.66,49
2009,Total,Transport,Demand,Final consumption,Transport,sum,ktoe,55830.12,50
2009,Total,Air,Demand,Final consumption,Transport,value,ktoe,13036.33,51
2009,Total,Rail,Demand,Final consumption,Transport,value,ktoe,1016.41,52
2009,Total,Road,Demand,Final consumption,Transport,value,ktoe,40756.76,53
2009,Total,National navigation,Demand,Final consumption,Transport,value,ktoe,1020.61,54
2009,Total,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2009,Total,Other,Demand,Final consumption,Other final users,sum,ktoe,65841.96,56
2009,Total,Domestic,Demand,Final consumption,Other final users,value,ktoe,43866.69,57
2009,Total,Public administration,Demand,Final consumption,Other final users,value,ktoe,6515.86,58
2009,Total,Commercial,Demand,Final consumption,Other final users,value,ktoe,12541.71,59
2009,Total,Agriculture,Demand,Final consumption,Other final users,value,ktoe,1514.86,60
2009,Total,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,1402.84,61
2009,Total,Non energy use,Demand,Final consumption,,value,ktoe,8951.06,62
2008,Bioenergy & waste,Production,Supply,,,value,ktoe,5121.52,5
2008,Bioenergy & waste,Imports,Supply,,,value,ktoe,974.9,6
2008,Bioenergy & waste,Exports,Supply,,,value,ktoe,0.0,7
2008,Bioenergy & waste,Marine bunkers,Supply,,,value,ktoe,0.0,8
2008,Bioenergy & waste,Stock change,Supply,,,value,ktoe,0.0,9
2008,Bioenergy & waste,Total supply,Supply,,,sum,ktoe,6096.41,10
2008,Bioenergy & waste,Statistical difference,Statistical difference,,,value,ktoe,0.0,11
2008,Bioenergy & waste,Total demand,Demand,,,sum,ktoe,6096.41,12
2008,Bioenergy & waste,Transfers,Demand,,,value,ktoe,0.0,13
2008,Bioenergy & waste,Transformation,Demand,Transformation,,sum,ktoe,-3583.05,14
2008,Bioenergy & waste,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,-3533.75,15
2008,Bioenergy & waste,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,-803.43,16
2008,Bioenergy & waste,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,-2730.32,17
2008,Bioenergy & waste,Heat generation,Demand,Transformation,,value,ktoe,-49.3,18
2008,Bioenergy & waste,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,19
2008,Bioenergy & waste,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,20
2008,Bioenergy & waste,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,21
2008,Bioenergy & waste,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,22
2008,Bioenergy & waste,Other,Demand,Transformation,,value,ktoe,0.0,23
2008,Bioenergy & waste,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,24
2008,Bioenergy & waste,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,25
2008,Bioenergy & waste,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,26
2008,Bioenergy & waste,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,27
2008,Bioenergy & waste,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2008,Bioenergy & waste,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,29
2008,Bioenergy & waste,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,30
2008,Bioenergy & waste,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2008,Bioenergy & waste,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,32
2008,Bioenergy & waste,Other,Demand,Energy industry use,,value,ktoe,0.0,33
2008,Bioenergy & waste,Losses,Demand,,,value,ktoe,0.0,34
2008,Bioenergy & waste,Final consumption,Demand,Final consumption,,sum,ktoe,2513.36,35
2008,Bioenergy & waste,Industry,Demand,Final consumption,Industry,sum,ktoe,414.2,36
2008,Bioenergy & waste,Unclassified,Demand,Final consumption,Industry,value,ktoe,414.2,37
2008,Bioenergy & waste,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,38
2008,Bioenergy & waste,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,39
2008,Bioenergy & waste,Mineral products,Demand,Final consumption,Industry,value,ktoe,0.0,40
2008,Bioenergy & waste,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2008,Bioenergy & waste,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,42
2008,Bioenergy & waste,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,0.0,43
2008,Bioenergy & waste,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,44
2008,Bioenergy & waste,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2008,Bioenergy & waste,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,0.0,46
2008,Bioenergy & waste,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2008,Bioenergy & waste,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,48
2008,Bioenergy & waste,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,49
2008,Bioenergy & waste,Transport,Demand,Final consumption,Transport,sum,ktoe,844.51,50
2008,Bioenergy & waste,Air,Demand,Final consumption,Transport,value,ktoe,0.0,51
2008,Bioenergy & waste,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,52
2008,Bioenergy & waste,Road,Demand,Final consumption,Transport,value,ktoe,844.51,53
2008,Bioenergy & waste,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,54
2008,Bioenergy & waste,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2008,Bioenergy & waste,Other,Demand,Final consumption,Other final users,sum,ktoe,1254.65,56
2008,Bioenergy & waste,Domestic,Demand,Final consumption,Other final users,value,ktoe,298.73,57
2008,Bioenergy & waste,Public administration,Demand,Final consumption,Other final users,value,ktoe,74.53,58
2008,Bioenergy & waste,Commercial,Demand,Final consumption,Other final users,value,ktoe,737.46,59
2008,Bioenergy & waste,Agriculture,Demand,Final consumption,Other final users,value,ktoe,140.32,60
2008,Bioenergy & waste,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,3.62,61
2008,Bioenergy & waste,Non energy use,Demand,Final consumption,,value,ktoe,0.0,62
2008,Coal,Production,Supply,,,value,ktoe,11305.2,5
2008,Coal,Imports,Supply,,,value,ktoe,28748.21,6
2008,Coal,Exports,Supply,,,value,ktoe,-464.57,7
2008,Coal,Marine bunkers,Supply,,,value,ktoe,0.0,8
2008,Coal,Stock change,Supply,,,value,ktoe,-1948.77,9
2008,Coal,Total supply,Supply,,,sum,ktoe,37640.07,10
2008,Coal,Statistical difference,Statistical difference,,,value,ktoe,150.49,11
2008,Coal,Total demand,Demand,,,sum,ktoe,37489.58,12
2008,Coal,Transfers,Demand,,,value,ktoe,0.0,13
2008,Coal,Transformation,Demand,Transformation,,sum,ktoe,-35640.66,14
2008,Coal,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,-29943.43,15
2008,Coal,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,-28972.34,16
2008,Coal,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,-971.09,17
2008,Coal,Heat generation,Demand,Transformation,,value,ktoe,-313.91,18
2008,Coal,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,19
2008,Coal,Coke manufacture,Demand,Transformation,,value,ktoe,-4280.36,20
2008,Coal,Blast furnaces,Demand,Transformation,,value,ktoe,-852.3,21
2008,Coal,Patent fuel manufacture,Demand,Transformation,,value,ktoe,-250.66,22
2008,Coal,Other,Demand,Transformation,,value,ktoe,0.0,23
2008,Coal,Energy industry use,Demand,Energy industry use,,sum,ktoe,3.74,24
2008,Coal,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,25
2008,Coal,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,26
2008,Coal,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,27
2008,Coal,Coal extraction,Demand,Energy industry use,,value,ktoe,3.74,28
2008,Coal,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,29
2008,Coal,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,30
2008,Coal,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2008,Coal,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,32
2008,Coal,Other,Demand,Energy industry use,,value,ktoe,0.0,33
2008,Coal,Losses,Demand,,,value,ktoe,0.0,34
2008,Coal,Final consumption,Demand,Final consumption,,sum,ktoe,1845.18,35
2008,Coal,Industry,Demand,Final consumption,Industry,sum,ktoe,1296.16,36
2008,Coal,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,37
2008,Coal,Iron and steel,Demand,Final consumption,Industry,value,ktoe,49.19,38
2008,Coal,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,19.95,39
2008,Coal,Mineral products,Demand,Final consumption,Industry,value,ktoe,759.17,40
2008,Coal,Chemicals,Demand,Final consumption,Industry,value,ktoe,64.93,41
2008,Coal,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,9.67,42
2008,Coal,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,3.93,43
2008,Coal,Vehicles,Demand,Final consumption,Industry,value,ktoe,34.7,44
2008,Coal,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,28.04,45
2008,Coal,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,53.34,46
2008,Coal,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,104.55,47
2008,Coal,Other industries,Demand,Final consumption,Industry,value,ktoe,141.88,48
2008,Coal,Construction,Demand,Final consumption,Industry,value,ktoe,26.82,49
2008,Coal,Transport,Demand,Final consumption,Transport,sum,ktoe,13.51,50
2008,Coal,Air,Demand,Final consumption,Transport,value,ktoe,0.0,51
2008,Coal,Rail,Demand,Final consumption,Transport,value,ktoe,13.51,52
2008,Coal,Road,Demand,Final consumption,Transport,value,ktoe,0.0,53
2008,Coal,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,54
2008,Coal,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2008,Coal,Other,Demand,Final consumption,Other final users,sum,ktoe,535.51,56
2008,Coal,Domestic,Demand,Final consumption,Other final users,value,ktoe,514.72,57
2008,Coal,Public administration,Demand,Final consumption,Other final users,value,ktoe,9.35,58
2008,Coal,Commercial,Demand,Final consumption,Other final users,value,ktoe,6.99,59
2008,Coal,Agriculture,Demand,Final consumption,Other final users,value,ktoe,3.34,60
2008,Coal,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,1.1,61
2008,Coal,Non energy use,Demand,Final consumption,,value,ktoe,0.0,62
2008,Electricity,Production,Supply,,,value,ktoe,0.0,5
2008,Electricity,Imports,Supply,,,value,ktoe,1057.07,6
2008,Electricity,Exports,Supply,,,value,ktoe,-109.34,7
2008,Electricity,Marine bunkers,Supply,,,value,ktoe,0.0,8
2008,Electricity,Stock change,Supply,,,value,ktoe,0.0,9
2008,Electricity,Total supply,Supply,,,sum,ktoe,947.73,10
2008,Electricity,Statistical difference,Statistical difference,,,value,ktoe,23.67,11
2008,Electricity,Total demand,Demand,,,sum,ktoe,924.06,12
2008,Electricity,Transfers,Demand,,,value,ktoe,1055.87,13
2008,Electricity,Transformation,Demand,Transformation,,sum,ktoe,32033.48,14
2008,Electricity,Electricity generation,Demand,Transformation,Electricity generation,sum,ktoe,32033.48,15
2008,Electricity,Major power producers,Demand,Transformation,Electricity generation,value,ktoe,29367.04,16
2008,Electricity,Autogenerators,Demand,Transformation,Electricity generation,value,ktoe,2666.45,17
2008,Electricity,Heat generation,Demand,Transformation,,value,ktoe,0.0,18
2008,Electricity,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,19
2008,Electricity,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,20
2008,Electricity,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,21
2008,Electricity,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,22
2008,Electricity,Other,Demand,Transformation,,value,ktoe,0.0,23
2008,Electricity,Energy industry use,Demand,Energy industry use,,sum,ktoe,2227.16,24
2008,Electricity,Electricity generation,Demand,Energy industry use,,value,ktoe,1405.16,25
2008,Electricity,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,51.43,26
2008,Electricity,Petroleum refineries,Demand,Energy industry use,,value,ktoe,374.12,27
2008,Electricity,Coal extraction,Demand,Energy industry use,,value,ktoe,84.16,28
2008,Electricity,Coke manufacture,Demand,Energy industry use,,value,ktoe,6.81,29
2008,Electricity,Blast furnaces,Demand,Energy industry use,,value,ktoe,38.87,30
2008,Electricity,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2008,Electricity,Pumped storage,Demand,Energy industry use,,value,ktoe,110.26,32
2008,Electricity,Other,Demand,Energy industry use,,value,ktoe,156.35,33
2008,Electricity,Losses,Demand,,,value,ktoe,2394.85,34
2008,Electricity,Final consumption,Demand,Final consumption,,sum,ktoe,29391.41,35
2008,Electricity,Industry,Demand,Final consumption,Industry,sum,ktoe,9815.21,36
2008,Electricity,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,37
2008,Electricity,Iron and steel,Demand,Final consumption,Industry,value,ktoe,400.41,38
2008,Electricity,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,635.51,39
2008,Electricity,Mineral products,Demand,Final consumption,Industry,value,ktoe,681.94,40
2008,Electricity,Chemicals,Demand,Final consumption,Industry,value,ktoe,1744.38,41
2008,Electricity,Mechanical engineering etc,Demand,Final consumption,Industry,value,ktoe,740.65,42
2008,Electricity,Electrical engineering etc,Demand,Final consumption,Industry,value,ktoe,635.99,43
2008,Electricity,Vehicles,Demand,Final consumption,Industry,value,ktoe,499.76,44
2008,Electricity,"Food, beverages etc",Demand,Final consumption,Industry,value,ktoe,1053.88,45
2008,Electricity,"Textiles, leather etc",Demand,Final consumption,Industry,value,ktoe,291.95,46
2008,Electricity,"Paper, printing etc",Demand,Final consumption,Industry,value,ktoe,1106.16,47
2008,Electricity,Other industries,Demand,Final consumption,Industry,value,ktoe,1868.33,48
2008,Electricity,Construction,Demand,Final consumption,Industry,value,ktoe,156.24,49
2008,Electricity,Transport,Demand,Final consumption,Transport,sum,ktoe,339.96,50
2008,Electricity,Air,Demand,Final consumption,Transport,value,ktoe,0.0,51
2008,Electricity,Rail,Demand,Final consumption,Transport,value,ktoe,338.39,52
2008,Electricity,Road,Demand,Final consumption,Transport,value,ktoe,1.57,53
2008,Electricity,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,54
2008,Electricity,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,55
2008,Electricity,Other,Demand,Final consumption,Other final users,sum,ktoe,19236.24,56
